customer_id,registration_date,country,city,age,signup_channel,marketing_consent
C00429,2024-01-23,Kazakhstan,Almaty,64.0,organic,0.0
C00430,2025-10-14,Russia,Moscow,23.0,organic,1.0
C00431,2024-03-17,Georgia,Tbilisi,52.0,ads,0.0
C00432,2025-11-04,Belarus,Gomel,26.0,referral,0.0
C00433,2026-01-23,Russia,Kazan,30.0,organic,1.0
C00434,2024-04-29,Russia,Novosibirsk,27.0,Unknown,1.0
C00435,2025-01-30,Russia,Novosibirsk,46.0,organic,0.0
C00436,2024-04-22,Georgia,Tbilisi,51.0,ads,
C00437,2025-06-01,Russia,Saint Petersburg,58.0,ads,1.0
C00438,2026-04-25,Russia,Novosibirsk,41.0,organic,0.0
C00439,2024-03-14,Georgia,Tbilisi,67.0,referral,1.0
C00440,2024-12-28,Georgia,Tbilisi,37.0,organic,1.0
C00441,2026-06-06,Russia,Saint Petersburg,26.0,email,1.0
C00442,2024-10-01,Russia,Novosibirsk,19.0,organic,1.0
C00443,2024-04-30,Russia,Moscow,24.0,email,1.0
C00444,2025-03-21,Russia,Moscow,41.0,ads,0.0
C00445,2025-04-08,Russia,Moscow,39.0,organic,1.0
C00446,2025-08-27,Russia,Novosibirsk,63.0,organic,1.0
C00447,2024-10-13,Armenia,Yerevan,24.0,organic,0.0
C00448,2026-05-21,Russia,Moscow,31.0,ads,1.0
C00449,2025-04-20,Belarus,Gomel,69.0,referral,
C00450,2024-09-18,Russia,Kazan,19.0,ads,1.0
C00451,2026-05-25,Kazakhstan,Almaty,40.0,ads,1.0
C00452,2026-04-23,Belarus,Gomel,28.0,ads,1.0
C00453,2025-03-31,Armenia,Yerevan,46.0,ads,1.0
C00454,2024-01-23,Georgia,Tbilisi,69.0,ads,1.0
C00455,2025-06-28,Russia,Moscow,30.0,ads,1.0
C00456,2025-05-21,Russia,Moscow,37.0,referral,1.0
C00457,2024-05-15,Russia,Kazan,41.0,email,1.0
C00458,2025-08-01,Russia,Saint Petersburg,60.0,ads,1.0
C00459,2026-02-05,Georgia,Tbilisi,,organic,1.0
C00460,2024-04-06,Russia,Saint Petersburg,23.0,organic,1.0
C00461,2025-10-21,Kazakhstan,Almaty,43.0,ads,1.0
C00462,2024-05-07,Russia,Kazan,57.0,organic,1.0
C00463,2025-11-13,Russia,Moscow,18.0,email,0.0
C00464,2025-01-17,Russia,Moscow,60.0,ads,0.0
C00465,2024-01-06,Belarus,Gomel,30.0,ads,1.0
C00466,2026-05-31,Belarus,Minsk,45.0,referral,1.0
C00467,2024-05-31,Russia,Kazan,69.0,organic,
C00468,2025-06-27,Russia,Moscow,51.0,referral,0.0
C00469,2024-06-14,Kazakhstan,Astana,70.0,organic,0.0
C00470,2026-04-30,Russia,Novosibirsk,49.0,ads,0.0
C00471,2025-11-04,Georgia,Tbilisi,29.0,email,1.0
C00472,2026-01-03,Russia,Saint Petersburg,54.0,referral,0.0
C00473,2025-01-29,Russia,Saint Petersburg,50.0,referral,1.0
C00474,2025-03-02,Russia,Kazan,34.0,ads,0.0
C00475,2025-08-01,Russia,Kazan,22.0,referral,1.0
C00476,2025-12-16,Russia,Moscow,52.0,ads,1.0
C00477,2026-02-11,Russia,Kazan,48.0,ads,1.0
C00478,2024-01-17,Georgia,Tbilisi,59.0,organic,1.0
C00479,2025-08-28,Russia,Moscow,24.0,organic,0.0
C00480,2024-04-09,Russia,Kazan,46.0,ads,1.0
C00481,2024-09-19,Russia,Novosibirsk,61.0,organic,1.0
C00482,2026-01-26,Russia,Kazan,65.0,referral,0.0
C00483,2024-08-16,Russia,Novosibirsk,67.0,referral,1.0
C00484,2025-12-27,Russia,Saint Petersburg,29.0,email,1.0
C00485,2025-02-26,Belarus,Gomel,27.0,organic,1.0
C00486,2024-07-31,Russia,Novosibirsk,48.0,email,1.0
C00487,2024-10-31,Georgia,Tbilisi,42.0,organic,1.0
C00488,2025-04-29,Russia,Novosibirsk,30.0,ads,1.0
C00489,2025-11-28,Armenia,Yerevan,23.0,referral,0.0
C00490,2025-07-06,Russia,Kazan,25.0,organic,0.0
C00491,2026-05-01,Russia,Kazan,35.0,organic,0.0
C00492,2026-03-02,Kazakhstan,Astana,57.0,organic,1.0
C00493,2025-11-18,Belarus,Gomel,21.0,ads,1.0
C00494,2025-07-04,Kazakhstan,Astana,23.0,referral,0.0
C00495,2024-09-21,Russia,Saint Petersburg,32.0,organic,1.0
C00496,2025-01-11,Belarus,Minsk,,organic,0.0
C00497,2024-04-18,Armenia,Yerevan,70.0,ads,1.0
C00498,2024-12-07,Belarus,Minsk,41.0,organic,0.0
C00499,2026-04-24,Russia,Moscow,20.0,referral,1.0
C00500,2025-01-23,Belarus,Minsk,18.0,email,1.0
C00501,2024-04-13,Belarus,Minsk,63.0,referral,1.0
C00502,2025-08-17,Georgia,Tbilisi,41.0,referral,0.0
C00503,2026-05-27,Russia,Moscow,22.0,ads,1.0
C00504,2026-03-02,Russia,Novosibirsk,,referral,1.0
C00505,2024-09-06,Kazakhstan,Almaty,46.0,organic,0.0
C00506,2025-02-17,Russia,Kazan,36.0,organic,1.0
C00507,2025-04-29,Kazakhstan,Almaty,41.0,ads,0.0
C00508,2024-08-14,Russia,Moscow,29.0,organic,0.0
C00509,2024-09-02,Russia,Kazan,67.0,referral,1.0
C00510,2024-08-03,Kazakhstan,Astana,59.0,ads,0.0
C00511,2026-06-26,Russia,Novosibirsk,28.0,email,1.0
C00512,2025-11-11,Russia,Novosibirsk,56.0,organic,1.0
C00513,2026-02-05,Belarus,Gomel,27.0,ads,0.0
C00514,2026-01-14,Kazakhstan,Astana,42.0,referral,0.0
C00515,2026-05-24,Armenia,Yerevan,57.0,organic,1.0
C00516,2024-04-06,Russia,Moscow,19.0,ads,1.0
C00517,2026-03-15,Russia,Novosibirsk,56.0,ads,1.0
C00518,2024-03-01,Georgia,Tbilisi,29.0,email,1.0
C00519,2025-03-09,Russia,Kazan,55.0,referral,1.0
C00520,2025-06-26,Russia,Saint Petersburg,44.0,organic,1.0
C00521,2024-11-22,Russia,Saint Petersburg,19.0,ads,0.0
C00522,2024-05-13,Russia,Kazan,58.0,ads,1.0
C00523,2024-06-24,Armenia,Yerevan,31.0,organic,1.0
C00524,2026-01-22,Kazakhstan,Almaty,68.0,ads,1.0
C00525,2024-10-17,Kazakhstan,Astana,62.0,organic,0.0
C00526,2024-10-10,Russia,Saint Petersburg,28.0,organic,1.0
C00527,2026-04-22,Russia,Moscow,49.0,Unknown,0.0
C00528,2024-05-11,Russia,Saint Petersburg,37.0,organic,1.0
C00529,2026-04-14,Russia,Novosibirsk,49.0,ads,0.0
C00530,2026-04-19,Russia,Saint Petersburg,47.0,organic,0.0
C00531,2025-06-29,Russia,Kazan,33.0,referral,1.0
C00532,2024-05-30,Russia,Novosibirsk,52.0,organic,1.0
C00533,2024-05-22,Russia,Moscow,31.0,referral,1.0
C00534,2024-09-16,Kazakhstan,Astana,66.0,organic,1.0
C00535,2025-06-10,Russia,Saint Petersburg,68.0,ads,1.0
C00536,2024-05-20,Russia,Kazan,26.0,organic,0.0
C00537,2025-02-19,Kazakhstan,Almaty,56.0,organic,1.0
C00538,2024-04-15,Kazakhstan,Almaty,67.0,ads,1.0
C00539,2025-05-07,Kazakhstan,Astana,24.0,referral,1.0
C00540,2024-01-20,Russia,Novosibirsk,57.0,email,1.0
C00541,2025-10-08,Kazakhstan,Astana,67.0,organic,0.0
C00542,2024-02-20,Russia,Kazan,29.0,organic,1.0
C00543,2024-06-26,Russia,Saint Petersburg,48.0,referral,0.0
C00544,2024-06-08,Russia,Moscow,,ads,1.0
C00545,2026-01-27,Russia,Saint Petersburg,35.0,organic,1.0
C00546,2024-02-18,Russia,Kazan,30.0,referral,1.0
C00547,2025-01-26,Russia,Saint Petersburg,39.0,ads,1.0
C00548,2025-06-23,Kazakhstan,Almaty,35.0,ads,1.0
C00549,2025-04-15,Russia,Moscow,56.0,ads,1.0
C00550,2025-09-12,Russia,Saint Petersburg,37.0,ads,1.0
C00551,2026-01-02,Russia,Moscow,37.0,organic,1.0
C00552,2024-12-24,Russia,Moscow,68.0,referral,1.0
C00553,2026-01-25,Russia,Moscow,48.0,organic,0.0
C00554,2024-10-17,Russia,Kazan,67.0,referral,1.0
C00555,2026-06-16,Russia,Saint Petersburg,55.0,referral,1.0
C00556,2025-04-05,Kazakhstan,Almaty,64.0,referral,1.0
C00557,2025-11-02,Georgia,Tbilisi,28.0,,0.0
C00558,2026-03-09,Russia,Kazan,67.0,organic,0.0
C00559,2025-12-23,Belarus,Minsk,68.0,ads,1.0
C00560,2026-02-15,Armenia,Yerevan,20.0,ads,1.0
C00561,2025-05-04,Georgia,Tbilisi,36.0,email,1.0
C00562,2024-02-09,Belarus,Minsk,39.0,ads,1.0
C00563,2025-03-25,Armenia,Yerevan,40.0,referral,1.0
C00564,2024-06-14,Armenia,Yerevan,59.0,organic,0.0
C00565,2026-03-21,Kazakhstan,Almaty,55.0,,0.0
C00566,2024-08-03,Russia,Saint Petersburg,29.0,organic,0.0
C00567,2024-07-26,Russia,Novosibirsk,50.0,referral,1.0
C00568,2024-08-15,Russia,Moscow,69.0,organic,1.0
C00569,2025-08-09,Russia,Saint Petersburg,41.0,organic,1.0
C00570,2025-06-04,Russia,Moscow,67.0,referral,1.0
C00571,2026-05-15,Russia,Saint Petersburg,52.0,ads,1.0
C00572,2025-01-14,Russia,Kazan,67.0,organic,1.0
C00573,2024-09-14,Russia,Saint Petersburg,65.0,organic,1.0
C00574,2024-02-14,Kazakhstan,Astana,18.0,ads,1.0
C00575,2024-01-07,Russia,Novosibirsk,60.0,organic,1.0
C00576,2024-12-06,Russia,Novosibirsk,,organic,0.0
C00577,2026-04-24,Kazakhstan,Astana,61.0,ads,1.0
C00578,2025-04-22,Kazakhstan,Astana,60.0,organic,0.0
C00579,2026-03-25,Georgia,Tbilisi,31.0,ads,0.0
C00580,2024-04-02,Armenia,Yerevan,21.0,,1.0
C00581,2024-03-26,Armenia,Yerevan,40.0,organic,1.0
C00582,2026-01-30,Russia,Novosibirsk,34.0,organic,0.0
C00583,2024-04-07,Russia,Novosibirsk,47.0,organic,0.0
C00584,2024-02-17,Russia,Saint Petersburg,22.0,organic,1.0
C00585,2025-01-03,Belarus,Minsk,20.0,organic,0.0
C00586,2026-04-23,Georgia,Tbilisi,41.0,email,0.0
C00587,2025-09-20,Russia,Moscow,58.0,referral,1.0
C00588,2024-03-31,Russia,Novosibirsk,34.0,ads,1.0
C00589,2026-02-02,Russia,Kazan,35.0,ads,1.0
C00590,2026-02-08,Russia,Saint Petersburg,26.0,ads,1.0
C00591,2025-12-31,Russia,Saint Petersburg,32.0,referral,1.0
C00592,2026-04-03,Russia,Saint Petersburg,33.0,organic,0.0
C00593,2024-08-06,Georgia,Tbilisi,31.0,organic,1.0
C00594,2026-06-12,Russia,Novosibirsk,36.0,organic,1.0
C00595,2024-10-19,Kazakhstan,Astana,33.0,organic,1.0
C00596,2026-01-01,Belarus,Gomel,54.0,organic,1.0
C00597,2025-06-12,Russia,Saint Petersburg,35.0,referral,1.0
C00598,2025-12-11,Russia,Saint Petersburg,58.0,email,0.0
C00599,2025-07-26,Kazakhstan,Almaty,50.0,organic,1.0
C00600,2025-08-08,Russia,Novosibirsk,51.0,ads,0.0
C00601,2025-07-16,Armenia,Yerevan,48.0,ads,1.0
C00602,2025-12-11,Russia,Kazan,66.0,ads,1.0
C00603,2025-11-05,Belarus,Gomel,31.0,ads,1.0
C00604,2024-05-02,Kazakhstan,Almaty,70.0,organic,1.0
C00605,2026-01-23,Russia,Saint Petersburg,28.0,referral,1.0
C00606,2025-05-03,Russia,Novosibirsk,25.0,email,1.0
C00607,2024-10-21,Georgia,Tbilisi,61.0,ads,1.0
C00608,2025-04-13,Russia,Saint Petersburg,65.0,ads,0.0
C00609,2026-05-31,Russia,Kazan,22.0,ads,1.0
C00610,2026-02-21,Russia,Moscow,49.0,organic,0.0
C00611,2026-01-30,Russia,Saint Petersburg,45.0,organic,0.0
C00612,2025-02-26,Kazakhstan,Astana,29.0,ads,0.0
C00613,2025-12-16,Kazakhstan,Almaty,45.0,organic,1.0
C00614,2024-12-17,Russia,Moscow,54.0,referral,0.0
C00615,2025-09-17,Kazakhstan,Astana,48.0,ads,1.0
C00616,2025-08-06,Russia,Saint Petersburg,,ads,1.0
C00617,2024-08-15,Russia,Saint Petersburg,64.0,organic,1.0
C00618,2024-08-31,Russia,Kazan,29.0,email,1.0
C00619,2024-02-25,Georgia,Tbilisi,51.0,organic,1.0
C00620,2024-05-07,Russia,Moscow,34.0,organic,1.0
C00621,2025-01-30,Russia,Moscow,69.0,organic,1.0
C00622,2025-03-11,Russia,Moscow,31.0,ads,1.0
C00623,2024-05-30,Kazakhstan,Almaty,64.0,email,1.0
C00624,2025-01-15,Russia,Moscow,51.0,organic,1.0
C00625,2025-07-05,Russia,Kazan,29.0,email,1.0
C00626,2024-07-31,Kazakhstan,Almaty,58.0,organic,1.0
C00627,2024-11-04,Russia,Moscow,,ads,0.0
C00628,2024-12-01,Russia,Moscow,31.0,organic,0.0
C00629,2025-04-05,Russia,Saint Petersburg,36.0,ads,0.0
C00630,2024-11-30,Russia,Novosibirsk,54.0,ads,0.0
C00631,2025-11-03,Russia,Saint Petersburg,38.0,ads,0.0
C00632,2024-10-25,Armenia,Yerevan,48.0,organic,1.0
C00633,2025-01-30,Belarus,Minsk,47.0,referral,1.0
C00634,2024-12-12,Belarus,Minsk,28.0,email,1.0
C00635,2024-06-15,Georgia,Tbilisi,30.0,ads,1.0
C00636,2025-09-17,Russia,Saint Petersburg,34.0,ads,1.0
C00637,2024-08-02,Russia,Moscow,29.0,referral,0.0
C00638,2024-09-27,Armenia,Yerevan,66.0,organic,1.0
C00639,2025-12-23,Russia,Novosibirsk,38.0,referral,1.0
C00640,2026-05-15,Kazakhstan,Astana,39.0,organic,1.0
C00641,2025-09-03,Kazakhstan,Almaty,53.0,referral,1.0
C00642,2026-04-15,Russia,Novosibirsk,59.0,organic,1.0
C00643,2026-02-18,Russia,Saint Petersburg,54.0,,0.0
C00644,2025-03-14,Russia,Moscow,47.0,ads,1.0
C00645,2025-12-03,Russia,Novosibirsk,69.0,ads,0.0
C00646,2024-10-26,Russia,Novosibirsk,65.0,referral,0.0
C00647,2025-02-23,Russia,Saint Petersburg,28.0,email,0.0
C00648,2025-05-03,Kazakhstan,Astana,26.0,organic,0.0
C00649,2026-05-25,Armenia,Yerevan,38.0,organic,1.0
C00650,2026-02-12,Kazakhstan,Almaty,62.0,,1.0
C00651,2025-03-22,Russia,Kazan,69.0,ads,0.0
C00652,2025-08-18,Russia,Kazan,55.0,ads,1.0
C00653,2024-07-03,Russia,Kazan,54.0,referral,1.0
C00654,2026-01-03,Russia,Kazan,30.0,referral,1.0
C00655,2025-05-19,Georgia,Tbilisi,49.0,organic,1.0
C00656,2025-04-30,Russia,Kazan,27.0,ads,1.0
C00657,2025-11-29,Russia,Kazan,46.0,ads,1.0
C00658,2025-07-31,Kazakhstan,Astana,28.0,ads,1.0
C00659,2024-03-07,Russia,Moscow,22.0,organic,1.0
C00660,2024-09-19,Russia,Saint Petersburg,69.0,ads,1.0
C00661,2024-06-10,Russia,Saint Petersburg,65.0,ads,1.0
C00662,2025-11-01,Belarus,Gomel,54.0,organic,0.0
C00663,2024-02-02,Kazakhstan,Almaty,51.0,referral,1.0
C00664,2024-07-03,Russia,Saint Petersburg,30.0,organic,1.0
C00665,2025-06-28,Armenia,Yerevan,48.0,ads,1.0
C00666,2025-09-25,Armenia,Yerevan,57.0,ads,1.0
C00667,2025-04-04,Kazakhstan,Astana,46.0,referral,1.0
C00668,2026-02-23,Russia,Moscow,32.0,organic,0.0
C00669,2026-04-18,Russia,Kazan,38.0,organic,1.0
C00670,2024-04-30,Armenia,Yerevan,62.0,organic,1.0
C00671,2026-05-18,Russia,Kazan,31.0,ads,1.0
C00672,2025-07-14,Belarus,Minsk,68.0,organic,1.0
C00673,2025-08-03,Kazakhstan,Almaty,58.0,referral,0.0
C00674,2024-03-27,Russia,Moscow,65.0,organic,1.0
C00675,2025-07-21,Kazakhstan,Almaty,45.0,organic,1.0
C00676,2025-10-23,Georgia,Tbilisi,29.0,ads,0.0
C00677,2025-06-13,Kazakhstan,Almaty,,referral,1.0
C00678,2024-03-18,Russia,Moscow,46.0,referral,0.0
C00679,2025-04-22,Armenia,Yerevan,39.0,referral,1.0
C00680,2026-05-03,Russia,Moscow,24.0,ads,1.0
C00681,2025-10-21,Kazakhstan,Almaty,67.0,referral,0.0
C00682,2024-05-05,Kazakhstan,Astana,69.0,,1.0
C00683,2026-05-25,Kazakhstan,Astana,37.0,organic,1.0
C00684,2026-05-24,Russia,Moscow,53.0,ads,1.0
C00685,2024-06-03,Russia,Kazan,39.0,referral,1.0
C00686,2025-12-31,Russia,Moscow,44.0,organic,0.0
C00687,2025-01-05,Russia,Saint Petersburg,51.0,ads,0.0
C00688,2025-06-25,Russia,Moscow,40.0,ads,1.0
C00689,2025-02-10,Russia,Moscow,60.0,ads,0.0
C00690,2025-12-14,Russia,Moscow,28.0,organic,0.0
C00691,2026-06-27,Kazakhstan,Almaty,53.0,ads,1.0
C00692,2025-12-26,Armenia,Yerevan,70.0,referral,0.0
C00693,2026-04-29,Russia,Saint Petersburg,63.0,organic,1.0
C00694,2026-05-12,Kazakhstan,Almaty,20.0,ads,1.0
C00695,2024-03-23,Belarus,Gomel,24.0,organic,1.0
C00696,2024-08-19,Russia,Kazan,51.0,organic,0.0
C00697,2025-10-20,Russia,Kazan,67.0,email,1.0
C00698,2025-06-22,Kazakhstan,Astana,62.0,ads,1.0
C00699,2024-02-15,Georgia,Tbilisi,65.0,ads,1.0
C00700,2024-03-27,Kazakhstan,Astana,25.0,organic,1.0
C00701,2025-04-19,Armenia,Yerevan,45.0,email,1.0
C00702,2025-07-15,Georgia,Tbilisi,56.0,organic,1.0
C00703,2024-06-01,Russia,Saint Petersburg,51.0,referral,1.0
C00704,2024-06-05,Belarus,Minsk,59.0,organic,1.0
C00705,2024-04-27,Russia,Saint Petersburg,29.0,organic,0.0
C00706,2025-05-30,Georgia,Tbilisi,42.0,ads,1.0
C00707,2024-01-08,Russia,Moscow,41.0,organic,1.0
C00708,2025-06-06,Russia,Novosibirsk,67.0,ads,0.0
C00709,2025-03-10,Armenia,Yerevan,28.0,organic,1.0
C00710,2025-02-28,Russia,Saint Petersburg,,referral,1.0
C00711,2025-09-11,Kazakhstan,Astana,19.0,referral,0.0
C00712,2025-04-21,Russia,Novosibirsk,26.0,referral,1.0
C00713,2025-10-25,Georgia,Tbilisi,69.0,organic,1.0
C00714,2025-11-27,Armenia,Yerevan,62.0,referral,1.0
C00715,2026-04-19,Russia,Saint Petersburg,31.0,email,1.0
C00716,2025-12-29,Kazakhstan,Astana,55.0,organic,1.0
C00717,2025-04-17,Russia,Saint Petersburg,49.0,organic,1.0
C00718,2025-03-24,Belarus,Minsk,66.0,referral,0.0
C00719,2024-08-02,Belarus,Minsk,33.0,organic,0.0
C00720,2025-06-30,Kazakhstan,Almaty,70.0,ads,1.0
C00721,2024-05-06,Russia,Novosibirsk,37.0,referral,1.0
C00722,2026-04-29,Russia,Saint Petersburg,55.0,organic,1.0
C00723,2026-02-09,Kazakhstan,Almaty,39.0,ads,1.0
C00724,2024-04-19,Russia,Saint Petersburg,53.0,ads,1.0
C00725,2025-12-17,Russia,Saint Petersburg,35.0,organic,1.0
C00726,2024-04-16,Russia,Novosibirsk,62.0,referral,1.0
C00727,2025-10-19,Russia,Novosibirsk,51.0,organic,1.0
C00728,2024-03-20,Armenia,Yerevan,33.0,ads,1.0
C00729,2025-03-21,Russia,Moscow,68.0,referral,1.0
C00730,2025-08-22,Russia,Kazan,55.0,organic,0.0
C00731,2025-10-26,Georgia,Tbilisi,40.0,referral,1.0
C00732,2025-01-16,Russia,Saint Petersburg,25.0,organic,0.0
C00733,2026-04-20,Kazakhstan,Almaty,69.0,ads,1.0
C00734,2025-12-07,Russia,Novosibirsk,58.0,organic,1.0
C00735,2024-07-08,Armenia,Yerevan,53.0,ads,1.0
C00736,2025-09-04,Kazakhstan,Almaty,62.0,referral,1.0
C00737,2025-10-28,Armenia,Yerevan,50.0,referral,1.0
C00738,2024-10-31,Russia,Moscow,30.0,email,1.0
C00739,2025-11-04,Russia,Moscow,30.0,ads,1.0
C00740,2026-03-30,Kazakhstan,Almaty,22.0,referral,1.0
C00741,2026-01-15,Russia,Kazan,21.0,,1.0
C00742,2025-11-26,Russia,Saint Petersburg,56.0,email,0.0
C00743,2025-08-01,Russia,Moscow,63.0,ads,0.0
C00744,2024-09-03,Georgia,Tbilisi,26.0,referral,0.0
C00745,2025-12-26,Kazakhstan,Almaty,48.0,organic,1.0
C00746,2024-11-28,Belarus,Gomel,24.0,ads,0.0
C00747,2025-04-30,Kazakhstan,Astana,39.0,referral,1.0
C00748,2024-10-13,Russia,Novosibirsk,59.0,organic,1.0
C00749,2024-10-12,Russia,Kazan,61.0,organic,1.0
C00750,2024-05-23,Russia,Kazan,68.0,email,1.0
C00751,2026-05-26,Belarus,Gomel,34.0,ads,1.0
C00752,2024-05-14,Russia,Kazan,68.0,organic,1.0
C00753,2024-03-19,Armenia,Yerevan,59.0,organic,1.0
C00754,2026-05-03,Kazakhstan,Almaty,35.0,ads,0.0
C00755,2025-05-21,Russia,Saint Petersburg,35.0,,1.0
C00756,2025-02-03,Russia,Saint Petersburg,23.0,email,0.0
C00757,2025-11-03,Russia,Moscow,66.0,email,1.0
C00758,2024-12-15,Georgia,Tbilisi,28.0,ads,1.0
C00759,2024-04-26,Armenia,Yerevan,32.0,ads,0.0
C00760,2025-10-27,Armenia,Yerevan,39.0,organic,0.0
C00761,2024-06-09,Russia,Moscow,25.0,referral,
C00762,2025-05-19,Russia,Kazan,60.0,organic,1.0
C00763,2026-05-15,Russia,Novosibirsk,54.0,organic,0.0
C00764,2026-05-03,Russia,Moscow,26.0,,0.0
C00765,2024-11-25,Russia,Moscow,26.0,referral,0.0
C00766,2025-12-12,Russia,Moscow,19.0,organic,1.0
C00767,2025-07-12,Georgia,Tbilisi,68.0,ads,0.0
C00768,2025-03-13,Russia,Novosibirsk,41.0,ads,1.0
C00769,2024-05-07,Russia,Saint Petersburg,52.0,organic,1.0
C00770,2024-12-09,Kazakhstan,Almaty,25.0,organic,0.0
C00771,2025-08-17,Russia,Moscow,,organic,1.0
C00772,2026-06-18,Kazakhstan,Astana,46.0,ads,0.0
C00773,2024-01-05,Belarus,Minsk,29.0,ads,
C00774,2025-10-16,Armenia,Yerevan,50.0,ads,0.0
C00775,2026-02-10,Belarus,Gomel,66.0,organic,1.0
C00776,2026-05-17,Russia,Kazan,34.0,email,1.0
C00777,2025-01-21,Kazakhstan,Almaty,50.0,,1.0
C00778,2024-04-18,Russia,Novosibirsk,66.0,referral,1.0
C00779,2024-09-04,Russia,Kazan,65.0,,1.0
C00780,2026-02-14,Russia,Kazan,18.0,ads,1.0
C00781,2026-03-11,Russia,Moscow,23.0,referral,0.0
C00782,2025-08-04,Kazakhstan,Astana,70.0,organic,1.0
C00783,2024-04-21,Russia,Novosibirsk,67.0,organic,1.0
C00784,2024-04-21,Russia,Saint Petersburg,35.0,organic,1.0
C00785,2025-03-12,Russia,Moscow,45.0,organic,1.0
C00786,2025-06-20,Kazakhstan,Astana,48.0,ads,1.0
C00787,2024-01-30,Russia,Novosibirsk,53.0,organic,0.0
C00788,2025-09-17,Belarus,Gomel,57.0,organic,0.0
C00789,2025-05-11,Armenia,Yerevan,37.0,ads,1.0
C00790,2024-01-12,Russia,Kazan,,organic,1.0
C00791,2024-03-28,Kazakhstan,Almaty,21.0,organic,
C00792,2025-02-18,Russia,Moscow,19.0,ads,1.0
C00793,2025-10-20,Russia,Novosibirsk,68.0,organic,1.0
C00794,2024-02-30,Belarus,Minsk,27.0,organic,1.0
C00795,2025-01-28,Armenia,Yerevan,70.0,,1.0
C00796,2024-09-26,Russia,Saint Petersburg,33.0,organic,0.0
C00797,2026-06-02,Russia,Kazan,37.0,ads,1.0
C00798,2025-02-22,Russia,Moscow,19.0,organic,1.0
C00799,2024-10-14,Russia,Moscow,68.0,organic,1.0
C00800,2025-02-07,Belarus,Minsk,37.0,email,0.0
C00801,2024-01-12,Belarus,Minsk,26.0,email,1.0
C00802,2024-10-02,Belarus,Minsk,43.0,,1.0
C00803,2025-04-15,Russia,Moscow,26.0,organic,1.0
C00804,2026-04-17,Belarus,Minsk,59.0,ads,1.0
C00805,2025-11-04,Belarus,Minsk,21.0,referral,1.0
C00806,2025-12-13,Belarus,Gomel,44.0,referral,1.0
C00807,2025-05-11,Russia,Kazan,38.0,organic,1.0
C00808,2024-04-10,Russia,Novosibirsk,19.0,organic,1.0
C00809,2024-12-22,Russia,Novosibirsk,20.0,ads,0.0
C00810,2026-06-28,Russia,Saint Petersburg,45.0,referral,1.0
C00811,2024-02-10,Russia,Novosibirsk,38.0,referral,1.0
C00812,2026-03-12,Russia,Kazan,24.0,organic,1.0
C00813,2025-09-16,Kazakhstan,Almaty,25.0,ads,0.0
C00814,2024-09-15,Russia,Saint Petersburg,60.0,organic,1.0
C00815,2025-12-10,Kazakhstan,Astana,56.0,ads,1.0
C00816,2026-02-02,Russia,Novosibirsk,50.0,email,1.0
C00817,2024-02-09,Kazakhstan,Almaty,62.0,ads,1.0
C00818,2024-04-07,Russia,Moscow,21.0,organic,1.0
C00819,2025-08-30,Russia,Moscow,54.0,ads,1.0
C00820,2026-06-30,Belarus,Minsk,57.0,ads,1.0
C00821,2024-01-22,Georgia,Tbilisi,28.0,referral,1.0
C00822,2025-08-30,Russia,Kazan,46.0,organic,1.0
C00823,2024-05-04,Russia,Kazan,58.0,referral,1.0
C00824,2025-08-15,Belarus,Minsk,49.0,organic,1.0
C00825,2025-07-22,Kazakhstan,Astana,31.0,organic,1.0
C00826,2024-03-23,Russia,Novosibirsk,53.0,organic,1.0
C00827,2025-09-12,Russia,Novosibirsk,58.0,organic,1.0
C00828,2026-03-29,Russia,Moscow,18.0,organic,1.0
C00829,2026-02-26,Armenia,Yerevan,48.0,ads,0.0
C00830,2024-01-27,Russia,Kazan,44.0,organic,0.0
C00831,2024-08-12,Russia,Novosibirsk,37.0,organic,1.0
C00832,2024-08-07,Georgia,Tbilisi,20.0,organic,1.0
C00833,2025-02-17,Russia,Novosibirsk,22.0,organic,1.0
C00834,2024-05-10,Russia,Saint Petersburg,57.0,referral,1.0
C00835,2026-02-18,Russia,Saint Petersburg,61.0,email,1.0
C00836,2025-12-09,Russia,Novosibirsk,,organic,1.0
C00837,2026-01-07,Russia,Moscow,67.0,referral,1.0
C00838,2024-06-29,Russia,Kazan,67.0,referral,1.0
C00839,2024-01-14,Kazakhstan,Almaty,53.0,email,1.0
C00840,2026-04-10,Kazakhstan,Astana,,organic,1.0
C00841,2024-09-20,Russia,Moscow,69.0,organic,0.0
C00842,2025-08-21,Russia,Moscow,50.0,ads,1.0
C00843,2026-04-09,Russia,Saint Petersburg,67.0,referral,1.0
C00844,2024-02-02,Georgia,Tbilisi,69.0,referral,1.0
C00845,2024-01-05,Russia,Moscow,28.0,ads,
C00846,2024-01-05,Belarus,Minsk,53.0,organic,1.0
C00847,2024-05-22,Russia,Saint Petersburg,56.0,referral,0.0
C00848,2024-02-17,Belarus,Minsk,61.0,referral,1.0
C00849,2026-01-17,Russia,Kazan,36.0,ads,1.0
C00850,2025-07-06,Kazakhstan,Astana,63.0,ads,1.0
C00851,2026-06-12,Russia,Novosibirsk,43.0,ads,1.0
C00852,2025-12-31,Armenia,Yerevan,38.0,ads,1.0
C00853,2026-05-28,Russia,Saint Petersburg,26.0,ads,1.0
