order_id,customer_id,order_date,status,category,payment_method,quantity,discount_percent,amount,delivery_days,rating
O103090,C01881,2025-12-02,completed,clothing,cash,1,19.0,431.55,13.0,3.0
O103091,C01689,2026-07-31,completed,home,card,2,11.0,1206.44,19.0,2.0
O103092,C00080,2026-06-09,completed,electronics,card,3,3.0,793.65,1.0,5.0
O103093,C01810,2026-07-31,completed,clothing,sbp,5,21.0,5796.71,20.0,1.0
O103094,C00100,2024-10-15,completed,toys,sbp,4,27.0,3559.83,8.0,3.0
O103095,C00964,2024-09-14,cancelled,home,card,5,1.0,4335.22,,
O103096,C01804,2025-02-12,completed,electronics,wallet,3,,681.95,11.0,3.0
O103097,C01964,2026-03-10,completed,clothing,card,3,28.0,5313.34,14.0,3.0
O103098,C00046,2026-07-31,completed,clothing,card,2,0.0,233.87,10.0,3.0
O103099,C00145,2026-07-31,completed,electronics,card,4,11.0,3720.68,15.0,1.0
O103100,C00483,2025-02-21,processing,toys,sbp,4,28.0,2302.12,7.0,
O103101,C00553,2026-04-03,delivered,electronics,wallet,1,18.0,877.95,2.0,5.0
O103102,C00559,2026-07-31,delivered,clothing,cash,3,6.0,1300.19,11.0,3.0
O103103,C00834,2024-06-07,delivered,beauty,card,5,0.0,2755.0,11.0,3.0
O103104,C00638,2025-09-21,completed,electronics,card,3,16.0,2704.55,9.0,4.0
O103105,C01166,2024-07-28,completed,clothing,card,3,16.0,1544.17,16.0,2.0
O103106,C01708,2026-07-31,completed,home,cash,1,15.0,612.13,18.0,2.0
O103107,C01092,2025-12-28,cancelled,clothing,wallet,4,6.0,2513.05,,
O103108,C00664,2025-02-26,delivered,clothing,sbp,5,29.0,14906.28,5.0,5.0
O103109,C01136,2024-03-13,completed,home,card,5,10.0,717.85,9.0,4.0
O103110,C01241,2025-11-14,cancelled,toys,card,5,28.0,7269.6,,
O103111,C01793,2025-06-03,completed,beauty,card,5,29.0,3701.76,11.0,3.0
O103112,C01895,2025-04-07,completed,electronics,card,2,6.0,1340.71,16.0,3.0
O103113,C00556,2025-10-27,completed,home,wallet,4,22.0,745.28,3.0,5.0
O103114,C01837,2026-07-31,completed,home,card,2,14.0,2592.12,19.0,1.0
O103115,C01634,2026-07-31,completed,clothing,sbp,2,20.0,416.26,2.0,5.0
O103116,C00257,2025-11-19,processing,electronics,card,1,16.0,1674.1,14.0,
O103117,C01117,2026-07-31,completed,home,cash,1,30.0,333.58,1.0,5.0
O103118,C00305,2026-04-09,completed,clothing,wallet,3,18.0,5022.14,9.0,3.0
O103119,C00981,2025-06-27,completed,toys,card,1,5.0,292.14,9.0,2.0
O103120,C00090,2026-06-23,completed,electronics,cash,1,26.0,244.15,10.0,4.0
O103121,C00599,2025-08-12,completed,electronics,card,1,1.0,476.29,10.0,3.0
O103122,C01177,2025-08-18,completed,beauty,card,4,22.0,1136.42,2.0,3.0
O103123,C00609,2026-07-31,completed,beauty,card,3,,1277.34,19.0,2.0
O103124,C00021,2025-12-18,completed,clothing,card,5,16.0,9911.16,12.0,2.0
O103125,C00777,2026-01-09,completed,beauty,cash,4,0.0,1321.16,19.0,1.0
O103126,C01083,2026-07-31,delivered,beauty,card,1,10.0,591.09,4.0,4.0
O103127,C01528,2024-10-01,processing,electronics,card,2,24.0,3674.46,8.0,
O103128,C00273,2025-04-24,completed,home,sbp,2,26.0,1244.48,6.0,4.0
O103129,C00954,2025-07-16,delivered,home,sbp,3,15.0,3796.58,20.0,2.0
O103130,C00398,2025-06-20,delivered,clothing,wallet,1,14.0,802.46,10.0,4.0
O103131,C00308,2026-05-13,delivered,toys,card,3,7.0,3430.11,4.0,4.0
O103132,C00244,2025-11-03,delivered,toys,card,2,14.0,974.41,10.0,3.0
O103133,C01520,2025-12-05,delivered,clothing,card,1,19.0,818.77,5.0,4.0
O103134,C01840,2026-01-28,processing,electronics,wallet,5,29.0,10918.74,12.0,
O103135,C01327,2026-06-19,completed,toys,card,2,15.0,788.97,11.0,3.0
O103136,C00757,2026-01-03,delivered,clothing,wallet,1,2.0,718.28,16.0,1.0
O103137,C01899,2026-05-15,delivered,electronics,sbp,4,5.0,1194.51,8.0,5.0
O103138,C00995,2025-06-22,processing,home,card,4,15.0,4711.54,5.0,
O103139,C01059,2025-12-15,delivered,home,card,2,24.0,270.09,11.0,3.0
O103140,C01270,2024-12-28,processing,electronics,card,2,18.0,810.66,8.0,
O103141,C01309,2025-08-13,delivered,electronics,card,1,8.0,1149.02,1.0,5.0
O103142,C00985,2025-08-05,delivered,beauty,wallet,2,29.0,909.25,8.0,4.0
O103143,C00959,2026-07-31,cancelled,toys,card,1,7.0,150.0,,
O103144,C00636,2026-02-24,delivered,clothing,sbp,1,0.0,277.2,15.0,2.0
O103145,C01362,2024-12-14,delivered,electronics,card,2,21.0,593.94,6.0,
O103146,C01345,2024-07-25,cancelled,clothing,cash,5,1.0,9037.7,,
O103147,C00873,2024-09-08,completed,clothing,card,1,13.0,965.84,7.0,4.0
O103148,C01425,2024-12-30,processing,clothing,card,5,4.0,5240.16,1.0,
O103149,C00276,2026-02-25,cancelled,home,cash,5,10.0,957.67,,
O103150,C00833,2025-06-05,delivered,electronics,card,1,10.0,514.4,1.0,5.0
O103151,C01974,2025-11-02,completed,beauty,wallet,2,17.0,3560.63,18.0,2.0
O103152,C01468,2025-11-17,completed,beauty,cash,3,30.0,3149.33,3.0,5.0
O103153,C01441,2026-07-13,completed,beauty,card,1,20.0,341.43,9.0,3.0
O103154,C01727,2026-07-18,completed,clothing,card,3,4.0,2883.12,12.0,2.0
O103155,C01218,2026-01-18,delivered,home,card,4,3.0,733.77,8.0,2.0
O103156,C01326,2024-06-26,cancelled,clothing,card,1,10.0,258.14,,
O103157,C00963,2026-07-31,delivered,clothing,card,4,27.0,454.41,16.0,1.0
O103158,C01653,2024-11-07,completed,home,card,2,13.0,936.88,9.0,3.0
O103159,C01423,2025-10-16,processing,beauty,sbp,4,11.0,3402.4,15.0,
O103160,C01048,2026-03-24,cancelled,beauty,wallet,1,,237.03,,
O103161,C00254,2025-05-25,delivered,electronics,card,4,6.0,1904.45,3.0,4.0
O103162,C01613,2026-06-28,completed,home,sbp,4,15.0,1047.21,11.0,4.0
O103163,C00653,2024-08-03,delivered,electronics,card,3,4.0,957.81,8.0,3.0
O103164,C00719,2024-10-13,completed,home,card,3,14.0,665.56,18.0,
O103165,C00250,2024-11-27,completed,clothing,card,3,27.0,4148.98,10.0,3.0
O103166,C00435,2025-06-13,delivered,beauty,card,4,4.0,1178.95,18.0,2.0
O103167,C00253,2025-06-05,delivered,toys,card,3,1.0,1259.11,10.0,4.0
O103168,C00195,2026-07-31,completed,electronics,cash,5,5.0,1682.81,13.0,3.0
O103169,C00043,2025-11-03,processing,beauty,card,1,21.0,659.28,3.0,
O103170,C00590,2026-07-05,cancelled,home,sbp,3,1.0,11270.97,,
O103171,C01512,2025-04-20,delivered,home,card,3,0.0,14279.54,13.0,3.0
O103172,C01728,2025-07-22,completed,clothing,card,3,2.0,1290.31,6.0,3.0
O103173,C00455,2026-05-08,completed,clothing,card,3,27.0,2147.64,13.0,2.0
O103174,C00848,2024-03-23,delivered,electronics,card,5,0.0,5535.02,12.0,3.0
O103175,C01665,2025-06-02,cancelled,electronics,card,3,28.0,4202.49,,
O103176,C01414,2026-07-09,delivered,home,card,1,18.0,853.44,14.0,3.0
O103177,C01809,2024-06-20,completed,electronics,sbp,2,8.0,2486.9,13.0,2.0
O103178,C00841,2025-05-11,completed,clothing,card,1,27.0,714.03,2.0,4.0
O103179,C00338,2025-03-08,completed,beauty,cash,2,,620.54,1.0,5.0
O103180,C00287,2024-09-01,delivered,home,card,3,,3711.86,13.0,2.0
O103181,C01418,2025-12-05,delivered,electronics,card,1,1.0,573.73,5.0,3.0
O103182,C00053,2025-01-24,completed,home,card,3,8.0,2013.76,14.0,3.0
O103183,C00921,2026-07-31,delivered,electronics,card,2,29.0,347.54,11.0,3.0
O103184,C00707,2024-03-09,cancelled,beauty,card,5,17.0,1388.5,,
O103185,C01838,2024-11-22,completed,electronics,card,1,19.0,377.83,9.0,4.0
O103186,C01997,2025-08-01,completed,electronics,wallet,3,6.0,2350.95,8.0,3.0
O103187,C00969,2026-07-21,delivered,toys,card,1,29.0,2161.89,13.0,3.0
O103188,C01161,2025-11-12,processing,electronics,card,3,29.0,2875.61,5.0,
O103189,C00758,2025-06-03,completed,electronics,card,3,14.0,1332.27,2.0,4.0
O103190,C01554,2026-13-01,completed,electronics,sbp,3,14.0,699.35,7.0,4.0
O103191,C00590,2026-02-22,delivered,clothing,card,3,24.0,4181.98,7.0,
O103192,C01489,2024-05-15,completed,beauty,card,3,13.0,1989.3,10.0,3.0
O103193,C01808,2025-10-31,cancelled,electronics,wallet,2,29.0,150.0,,
O103194,C00344,2026-04-04,delivered,electronics,sbp,5,9.0,5913.91,7.0,4.0
O103195,C00453,2025-04-09,completed,beauty,card,4,7.0,2771.1,12.0,3.0
O103196,C00757,2025-11-15,cancelled,electronics,card,4,6.0,368.11,,
O103197,C01656,2025-05-10,delivered,electronics,card,3,2.0,2534.84,3.0,4.0
O103198,C01282,2026-07-27,delivered,electronics,sbp,4,27.0,2198.39,20.0,1.0
O103199,C00389,2026-07-31,completed,beauty,cash,4,8.0,716.9,7.0,
O103200,C00737,2025-12-30,delivered,clothing,card,1,15.0,2623.79,10.0,3.0
O103201,C01287,2026-07-31,cancelled,home,card,3,16.0,2188.02,,
O103202,C01930,2026-07-31,completed,home,card,5,3.0,1742.07,12.0,2.0
O103203,C00903,2024-09-13,completed,clothing,cash,5,21.0,1371.18,15.0,2.0
O103204,C00150,2024-04-05,processing,beauty,cash,5,4.0,2200.83,10.0,
O103205,C00210,2026-07-18,completed,toys,card,4,30.0,1807.21,9.0,4.0
O103206,C00058,2025-02-28,completed,home,card,5,15.0,4066.39,12.0,2.0
O103207,C00252,2026-01-05,completed,beauty,sbp,2,24.0,846.87,11.0,4.0
O103208,C00826,2024-10-23,delivered,electronics,cash,5,16.0,1841.6,1.0,5.0
O103209,C00564,2024-12-19,delivered,clothing,card,5,2.0,2909.42,1.0,5.0
O103210,C00603,2026-07-16,completed,home,wallet,4,24.0,1446.06,1.0,5.0
O103211,C01534,2024-08-06,completed,electronics,card,4,28.0,1868.68,17.0,2.0
O103212,C00955,2026-04-29,delivered,electronics,card,4,16.0,6191.66,15.0,2.0
O103213,C01458,2025-03-27,delivered,electronics,card,1,26.0,348.01,7.0,3.0
O103214,C99999,2026-03-24,completed,electronics,cash,1,9.0,445.39,18.0,1.0
O103215,C00411,2025-01-14,delivered,beauty,card,2,6.0,535.0,5.0,5.0
O103216,C01897,2026-03-17,delivered,electronics,card,2,22.0,2385.81,11.0,3.0
O103217,C00953,2026-01-11,completed,home,card,1,27.0,150.0,7.0,4.0
O103218,C01673,2025-08-06,completed,electronics,card,4,9.0,1014.22,14.0,2.0
O103219,,2025-10-30,processing,home,card,1,7.0,872.21,4.0,
O103220,C01700,2026-07-31,cancelled,electronics,card,2,6.0,873.79,,
O103221,C01432,2025-04-17,completed,electronics,card,1,16.0,998.49,17.0,3.0
O103222,C00500,2025-09-20,cancelled,clothing,wallet,4,20.0,1688.81,,
O103223,C01587,2026-07-31,delivered,electronics,card,5,23.0,1439.04,2.0,4.0
O103224,C01486,2026-05-26,processing,clothing,card,3,4.0,1340.45,6.0,
O103225,C01788,2025-03-24,processing,home,card,3,2.0,525.98,10.0,
O103226,C00420,2025-06-12,delivered,toys,sbp,3,22.0,763.57,12.0,3.0
O103227,C01772,2025-08-20,delivered,home,card,2,21.0,2045.07,14.0,2.0
O103228,C01525,2026-02-10,completed,clothing,cash,2,12.0,801.22,14.0,2.0
O103229,C00676,2025-11-25,delivered,home,cash,2,16.0,961.95,2.0,5.0
O103230,C00701,2026-01-26,completed,clothing,card,5,5.0,2722.02,10.0,4.0
O103231,C00510,2024-08-31,delivered,home,wallet,2,15.0,281.01,11.0,3.0
O103232,C00954,2025-07-29,completed,home,cash,2,9.0,283.2,18.0,2.0
O103233,C01794,2025-07-04,cancelled,clothing,cash,3,19.0,2005.97,,
O103234,C01676,2026-07-30,processing,beauty,cash,4,29.0,1419.38,16.0,
O103235,C00293,2026-07-31,completed,clothing,card,2,2.0,826.35,15.0,3.0
O103236,C00263,2025-04-03,delivered,electronics,cash,1,,806.12,9.0,3.0
O103237,C00119,2025-07-14,cancelled,home,cash,3,3.0,699.87,,
O103238,C01229,2024-10-06,delivered,beauty,sbp,5,5.0,1565.61,2.0,5.0
O103239,C00629,2025-05-18,processing,beauty,wallet,5,5.0,1858.17,1.0,
O103240,C01522,2025-11-26,delivered,electronics,card,4,0.0,2580.05,14.0,3.0
O103241,C01521,2026-05-09,completed,home,cash,3,4.0,1108.82,6.0,4.0
O103242,C00396,2026-07-31,delivered,toys,card,5,24.0,1484.99,6.0,
O103243,C01389,2026-07-31,delivered,electronics,sbp,1,13.0,1909.98,13.0,3.0
O103244,C01530,2026-07-31,completed,clothing,cash,1,13.0,508.75,11.0,4.0
O103245,C01975,2026-03-29,Completed,clothing,wallet,4,18.0,3327.89,20.0,2.0
O103246,C01446,2025-01-02,delivered,beauty,cash,5,6.0,579.39,8.0,3.0
O103247,C00720,2026-05-12,completed,clothing,cash,2,4.0,351.65,20.0,2.0
O103248,C02000,2024-09-14,completed,home,card,2,11.0,1574.53,19.0,1.0
O103249,C00552,2025-01-29,completed,electronics,cash,2,23.0,812.73,20.0,1.0
O103250,C01611,2026-07-31,completed,electronics,card,2,4.0,723.49,13.0,3.0
O103251,C00757,2026-03-22,delivered,electronics,card,1,26.0,230.36,17.0,2.0
O103252,C01871,2024-04-06,completed,electronics,card,2,0.0,2148.59,1.0,4.0
O103253,C01565,2026-01-12,cancelled,beauty,card,4,2.0,3326.97,,
O103254,C01200,2025-11-25,processing,electronics,sbp,4,10.0,1870.82,4.0,
O103255,C00429,2024-12-23,delivered,electronics,card,5,5.0,2999.2,17.0,2.0
O103256,C00377,2026-05-31,delivered,beauty,card,5,13.0,1930.37,20.0,2.0
O103257,C01896,2026-05-13,processing,clothing,sbp,2,11.0,570.24,4.0,
O103258,C01604,2025-09-22,completed,home,card,4,15.0,1301.48,5.0,4.0
O103259,C01026,2024-09-26,completed,electronics,card,2,20.0,1816.52,11.0,4.0
O103260,C01755,2025-11-10,completed,toys,card,2,6.0,718.72,7.0,3.0
O103261,C01567,2026-07-24,completed,clothing,card,4,2.0,2063.62,12.0,4.0
O103262,C00776,2026-07-31,completed,electronics,sbp,2,1.0,698.91,20.0,2.0
O103263,C01655,2025-02-18,delivered,home,cash,4,10.0,4179.87,13.0,2.0
O103264,C01593,2025-10-16,delivered,clothing,cash,2,24.0,585.83,18.0,2.0
O103265,C00958,2025-09-16,completed,clothing,card,3,30.0,5015.48,3.0,4.0
O103266,C00039,2025-02-13,completed,clothing,card,1,24.0,311.45,5.0,4.0
O103267,C01483,2025-09-20,completed,clothing,cash,1,16.0,311.74,16.0,2.0
O103268,C00680,2026-07-31,delivered,home,cash,4,16.0,9789.07,5.0,4.0
O103269,C00730,2025-09-24,completed,electronics,card,5,5.0,1049.64,2.0,5.0
O103270,C01428,2026-07-31,completed,beauty,card,1,9.0,478.24,13.0,3.0
O103271,C01622,2024-09-10,completed,electronics,card,4,18.0,4427.68,20.0,1.0
O103272,C00176,2025-08-11,delivered,home,card,4,0.0,573.37,16.0,
O103273,C01648,2026-06-07,completed,electronics,card,2,11.0,1211.61,11.0,4.0
O103274,C00586,2026-07-31,delivered,clothing,cash,3,20.0,431.55,14.0,2.0
O103275,C01133,2026-03-29,cancelled,home,card,2,27.0,1014.81,,
O103276,C01738,2025-01-16,delivered,home,cash,1,26.0,2511.74,10.0,3.0
O103277,C00437,2025-09-02,completed,beauty,card,5,29.0,375.6,4.0,5.0
O103278,C00442,2024-12-23,delivered,clothing,card,2,19.0,927.71,12.0,3.0
O103279,C01941,2025-01-01,completed,beauty,cash,3,7.0,1027.38,19.0,2.0
O103280,C00747,2025-05-06,cancelled,toys,card,1,6.0,220.12,,
O103281,C01894,2026-05-27,cancelled,toys,wallet,1,28.0,150.0,,
O103282,C00715,2026-07-31,completed,clothing,card,4,21.0,4748.09,7.0,4.0
O103283,C01240,2024-10-26,completed,electronics,sbp,3,24.0,1731.62,12.0,3.0
O103284,C01021,2024-04-19,delivered,home,card,4,15.0,445.5,10.0,4.0
O103285,C01968,2025-09-30,delivered,electronics,card,5,4.0,1160.07,15.0,2.0
O103286,C01101,2025-08-21,completed,beauty,card,5,18.0,1588.25,2.0,5.0
O103287,C01006,2026-06-22,cancelled,electronics,card,1,25.0,150.0,,
O103288,C00933,2025-02-02,completed,beauty,card,2,7.0,1057.1,4.0,4.0
O103289,C00751,2026-07-31,cancelled,electronics,card,2,5.0,1208.59,,
O103290,C00881,2025-01-13,cancelled,beauty,sbp,1,13.0,597.46,,
O103291,C00922,2025-08-05,completed,home,card,3,0.0,7444.31,20.0,2.0
O103292,C01528,2025-03-11,completed,electronics,card,3,2.0,696.43,11.0,3.0
O103293,C00092,2026-07-28,completed,clothing,card,5,24.0,1687.58,5.0,
O103294,C01002,2025-11-19,cancelled,clothing,wallet,5,26.0,1616.13,,
O103295,C01099,2025-01-07,completed,beauty,card,1,10.0,976.23,16.0,
O103296,C01507,2026-07-31,completed,clothing,cash,3,2.0,2683.14,18.0,1.0
O103297,C01333,2025-12-21,delivered,home,card,2,28.0,398.85,13.0,
O103298,C00864,2026-01-09,completed,clothing,card,5,28.0,7828.85,10.0,2.0
O103299,C00220,2026-06-03,completed,home,card,2,13.0,-476.63,20.0,1.0
O103300,C00745,2026-07-31,cancelled,electronics,wallet,1,29.0,975.66,,
O103301,C00512,2026-02-06,delivered,toys,card,5,18.0,4648.49,18.0,1.0
O103302,C00409,2026-07-31,delivered,home,card,4,20.0,2709.95,20.0,
O103303,C01443,2026-07-31,completed,beauty,cash,4,23.0,1514.42,20.0,1.0
O103304,C00957,2025-12-12,delivered,beauty,card,4,7.0,1536.93,4.0,5.0
O103305,C01588,2024-07-13,delivered,electronics,wallet,4,26.0,2896.64,14.0,2.0
O103306,C00277,2025-12-02,completed,electronics,card,2,4.0,1501.5,18.0,1.0
O103307,C01972,2026-07-31,processing,electronics,sbp,4,5.0,3477.04,12.0,
O103308,C00947,2026-07-31,completed,electronics,sbp,2,3.0,1739.05,20.0,1.0
O103309,C00507,2025-11-05,completed,electronics,card,5,6.0,3240.18,9.0,4.0
O103310,C00726,2024-05-11,cancelled,beauty,wallet,2,24.0,3052.84,,
O103311,C01683,2024-05-09,completed,clothing,wallet,5,27.0,1524.26,9.0,3.0
O103312,C01420,2025-09-30,processing,home,sbp,2,3.0,1019.55,13.0,
O103313,C00345,2026-07-31,completed,clothing,card,1,9.0,315.26,15.0,2.0
O103314,C01981,2025-10-28,completed,electronics,cash,2,7.0,6960.7,20.0,1.0
O103315,C00262,2025-02-11,completed,clothing,card,3,19.0,2724.54,4.0,4.0
O103316,C00551,2026-06-19,completed,electronics,wallet,4,26.0,4433.69,20.0,1.0
O103317,C01459,2025-06-10,processing,beauty,card,1,2.0,704.22,6.0,
O103318,C01060,2025-04-28,processing,home,cash,1,10.0,470.99,12.0,
O103319,C00892,2026-02-20,delivered,electronics,sbp,2,20.0,8347.76,9.0,3.0
O103320,C01853,2025-03-29,completed,home,wallet,4,28.0,5211.87,1.0,4.0
O103321,C01588,2024-04-19,delivered,clothing,sbp,2,5.0,762.46,17.0,1.0
O103322,C01925,2025-05-29,completed,electronics,sbp,3,15.0,1189.15,5.0,5.0
O103323,C00566,2024-12-09,completed,electronics,cash,5,24.0,2942.55,1.0,5.0
O103324,C01702,2025-02-28,CANCELED,electronics,card,1,25.0,319.69,,
O103325,C00427,2026-07-31,completed,beauty,card,1,23.0,373.12,4.0,5.0
O103326,C01612,2024-08-22,completed,beauty,wallet,4,23.0,584.36,11.0,5.0
O103327,C01098,2026-07-31,delivered,home,card,4,18.0,290.03,18.0,1.0
O103328,C01196,2026-02-22,completed,electronics,sbp,2,0.0,4791.91,6.0,4.0
O103329,C00231,2026-01-13,completed,clothing,card,1,4.0,328.64,11.0,2.0
O103330,C01759,2026-05-18,completed,clothing,card,1,24.0,386.37,7.0,4.0
O103331,,2026-07-31,delivered,electronics,card,5,8.0,2603.64,9.0,2.0
O103332,C01197,2025-11-27,delivered,home,wallet,3,21.0,2579.65,5.0,5.0
O103333,C00333,2025-04-20,completed,electronics,card,2,1.0,1833.29,1.0,5.0
O103334,C01852,2024-08-28,cancelled,electronics,card,2,18.0,2244.96,,
O103335,C00641,2026-07-21,delivered,home,card,1,9.0,780.48,12.0,2.0
O103336,C99999,2024-10-26,completed,electronics,card,2,18.0,795.34,8.0,4.0
O103337,C01531,2024-06-25,completed,home,card,4,11.0,5420.7,14.0,2.0
O103338,C01101,2025-10-20,processing,beauty,card,3,23.0,1281.47,7.0,
O103339,C00242,2026-01-06,completed,home,cash,5,14.0,5623.69,3.0,4.0
O103340,C00560,2026-07-31,completed,toys,sbp,3,24.0,431.28,8.0,4.0
O103341,C01224,2026-03-03,delivered,home,sbp,4,30.0,5582.55,14.0,2.0
O103342,C01072,2025-07-03,completed,beauty,cash,4,13.0,965.9,5.0,5.0
O103343,C01170,2026-07-31,cancelled,home,card,1,22.0,154.47,,
O103344,C00499,2026-07-31,cancelled,beauty,cash,3,14.0,522.88,,
O103345,C01077,2026-07-19,cancelled,clothing,cash,5,12.0,2897.85,,
O103346,C00171,2024-05-27,delivered,clothing,sbp,3,21.0,9203.68,19.0,1.0
O103347,C00969,2026-07-31,delivered,clothing,cash,2,26.0,842.43,5.0,5.0
O103348,C00183,2025-05-10,completed,home,cash,3,9.0,1351.22,18.0,3.0
O103349,C01328,2025-02-04,cancelled,clothing,cash,4,11.0,3644.7,,
O103350,C01134,2025-12-04,Completed,toys,sbp,5,12.0,1554.33,16.0,2.0
O103351,C01704,2025-05-21,completed,home,card,4,11.0,1748.64,3.0,5.0
O103352,C00925,2025-06-13,processing,clothing,card,1,6.0,372.85,15.0,
O103353,C00325,2026-07-31,processing,clothing,sbp,3,1.0,7132.59,4.0,
O103354,C00471,2026-07-31,delivered,beauty,cash,4,8.0,2093.92,15.0,2.0
O103355,C01629,2025-06-05,delivered,beauty,cash,4,22.0,3587.5,15.0,2.0
O103356,C01917,2025-07-07,completed,home,card,1,28.0,278.73,7.0,5.0
O103357,C00123,2026-07-31,delivered,electronics,card,2,6.0,396.22,18.0,2.0
O103358,C01353,2026-02-16,completed,beauty,sbp,2,12.0,1676.16,2.0,5.0
O103359,C00965,2026-07-31,completed,toys,card,1,7.0,603.21,7.0,4.0
O103360,C00516,2025-01-10,completed,beauty,card,4,26.0,4493.37,15.0,3.0
O103361,C01023,2026-07-31,cancelled,home,card,3,,727.2,,
O103362,C01872,2025-05-28,processing,electronics,card,2,3.0,915.25,17.0,
O103363,C00396,2026-07-31,processing,toys,card,3,25.0,527.4,12.0,
O103364,C01675,2026-04-16,cancelled,electronics,card,1,4.0,331.77,,
O103365,C00180,2026-02-02,completed,electronics,card,2,26.0,310.09,15.0,2.0
O103366,C01442,2025-07-16,completed,home,wallet,3,16.0,1177.47,19.0,1.0
O103367,C00150,2024-11-27,completed,clothing,card,2,17.0,2805.74,4.0,5.0
O103368,C00122,2025-10-11,completed,beauty,wallet,3,14.0,744.03,15.0,3.0
O103369,C00075,2026-04-19,delivered,home,card,2,28.0,491.06,2.0,5.0
O103370,C01610,2024-05-06,completed,electronics,sbp,5,5.0,2155.68,9.0,3.0
O103371,C01148,2026-07-31,cancelled,home,card,5,13.0,2126.34,,
O103372,C01381,2026-07-31,completed,beauty,card,5,1.0,4561.9,14.0,3.0
O103373,C00311,2025-11-29,completed,beauty,card,2,18.0,348.6,19.0,3.0
O103374,C01843,2026-03-09,cancelled,electronics,card,2,19.0,150.0,,
O103375,C01618,2025-11-27,delivered,clothing,wallet,3,28.0,1555.3,20.0,1.0
O103376,C00978,2026-05-01,completed,electronics,card,5,20.0,9527.83,16.0,2.0
O103377,,2024-10-13,delivered,beauty,card,5,16.0,2109.77,17.0,3.0
O103378,C00287,2025-05-11,delivered,home,card,3,21.0,2029.21,19.0,2.0
O103379,,2025-06-19,completed,clothing,card,3,14.0,1387.11,19.0,2.0
O103380,C00097,2025-01-14,delivered,electronics,wallet,3,29.0,2683.94,2.0,4.0
O103381,C00329,2024-09-08,processing,beauty,cash,3,0.0,1168.07,5.0,
O103382,C01683,2024-05-10,completed,beauty,card,1,11.0,464.54,9.0,4.0
O103383,C00820,2026-07-31,completed,clothing,card,2,27.0,3654.36,1.0,4.0
O103384,C01291,2024-10-03,completed,electronics,card,5,20.0,6153.0,18.0,2.0
O103385,C01764,2025-11-16,delivered,clothing,cash,5,5.0,1416.63,4.0,5.0
O103386,C01529,2024-05-03,processing,beauty,card,4,22.0,1157.23,3.0,
O103387,C00800,2025-02-27,completed,home,wallet,5,14.0,1529.36,13.0,3.0
O103388,C00697,2026-03-01,cancelled,beauty,wallet,5,18.0,1002.61,,
O103389,C00217,2024-03-27,cancelled,electronics,card,3,24.0,950.28,,
O103390,C01660,2024-10-24,completed,clothing,card,4,23.0,1788.44,2.0,5.0
O103391,C01970,2025-02-07,cancelled,electronics,sbp,2,15.0,530.81,,
O103392,C01001,2026-01-16,processing,clothing,card,3,24.0,2225.57,13.0,
O103393,C01000,2025-08-03,processing,electronics,card,3,24.0,387.52,3.0,
O103394,C01697,2025-11-07,delivered,clothing,card,5,16.0,958.63,17.0,1.0
O103395,C00685,2024-06-10,completed,clothing,card,3,25.0,2504.67,5.0,4.0
O103396,C00814,2025-06-11,completed,beauty,cash,2,13.0,4509.24,1.0,5.0
O103397,C01788,2024-04-29,completed,clothing,wallet,2,26.0,1206.46,1.0,5.0
O103398,C00759,2024-05-16,delivered,electronics,cash,5,23.0,1264.04,2.0,5.0
O103399,C01855,2024-06-17,completed,electronics,card,4,2.0,809.0,5.0,5.0
O103400,C00323,2026-05-24,delivered,electronics,card,1,13.0,364.96,6.0,
O103401,C00994,2025-02-14,cancelled,home,wallet,1,6.0,1357.31,,
O103402,C00980,2025-07-05,completed,home,card,2,6.0,1487.02,17.0,
O103403,C00614,2025-11-27,processing,home,card,5,28.0,915.81,8.0,
O103404,C01927,2025-07-04,completed,beauty,card,5,24.0,3292.21,18.0,2.0
O103405,C00966,2026-01-13,completed,electronics,wallet,1,8.0,1552.73,1.0,5.0
O103406,C01759,2025-06-19,cancelled,clothing,card,1,,-1267.32,,
O103407,C00439,2024-08-04,completed,electronics,wallet,2,21.0,2857.18,12.0,2.0
O103408,C00698,2026-01-18,completed,electronics,card,5,4.0,4673.46,12.0,4.0
O103409,C00957,2025-07-13,processing,clothing,card,3,16.0,529.98,6.0,
O103410,C01128,2026-02-10,processing,home,card,1,20.0,258.29,17.0,
O103411,C00459,2026-03-18,cancelled,beauty,card,3,29.0,5944.68,,
O103412,C00627,2025-10-30,completed,clothing,wallet,4,,1501.49,12.0,3.0
O103413,C01245,2026-07-31,completed,clothing,card,1,7.0,150.0,8.0,4.0
O103414,C00557,2026-01-29,completed,beauty,sbp,4,15.0,3201.56,11.0,3.0
O103415,C01520,2026-02-12,completed,beauty,sbp,5,24.0,5762.3,19.0,2.0
O103416,C00955,2026-04-06,processing,home,card,1,5.0,462.05,14.0,
O103417,C01939,2026-07-11,completed,clothing,card,1,12.0,764.95,19.0,2.0
O103418,C00476,2026-07-31,delivered,clothing,sbp,5,3.0,1270.15,3.0,5.0
O103419,C01686,2025-06-13,completed,home,cash,3,7.0,1019.6,5.0,4.0
O103420,C00981,2025-07-13,delivered,electronics,card,1,2.0,150.0,10.0,4.0
O103421,C00173,2026-07-21,completed,clothing,sbp,1,15.0,208.76,4.0,4.0
