order_id,customer_id,order_date,status,category,payment_method,quantity,discount_percent,amount,delivery_days,rating,amount_raw,is_amount_outlier,amount_clean,is_successful,registration_date,country,city,age,signup_channel,marketing_consent,age_missing
O101443,C01443,2026-07-31,cancelled,electronics,card,3,21,5619.96,,,5619.96,1,5533.54,0,2026-05-02,Russia,Moscow,65,organic,1,0
O101444,C01611,2026-02-14,completed,electronics,card,5,5,5030.79,11.0,3.0,5030.79,0,5030.79,1,2025-12-09,Armenia,Yerevan,35,organic,0,0
O101445,C01051,2025-11-06,completed,electronics,card,4,19,2846.47,9.0,3.0,2846.47,0,2846.47,1,2025-04-08,Georgia,Tbilisi,40,organic,1,0
O101446,C01433,2025-01-15,completed,home,card,2,24,178.36,13.0,3.0,178.36,0,178.36,1,2024-06-05,Russia,Kazan,30,organic,1,0
O101447,C00727,2026-06-14,completed,electronics,card,1,8,185.5,13.0,1.0,185.5,0,185.5,1,2025-10-19,Russia,Novosibirsk,51,organic,1,0
O101448,C00711,2026-01-06,completed,home,card,1,26,829.03,12.0,3.0,829.03,0,829.03,1,2025-09-11,Kazakhstan,Astana,19,referral,0,0
O101449,C00006,2026-07-31,cancelled,home,card,4,19,955.61,,,955.61,0,955.61,0,2026-02-22,Russia,Moscow,42,organic,1,0
O101450,C01339,2026-03-04,delivered,clothing,card,4,30,1750.55,16.0,2.0,1750.55,0,1750.55,1,2025-12-08,Russia,Kazan,38,organic,1,0
O101451,C00502,2026-02-12,processing,clothing,wallet,4,25,4082.93,20.0,,4082.93,0,4082.93,0,2025-08-17,Georgia,Tbilisi,41,referral,0,0
O101452,C01628,2026-04-19,completed,electronics,sbp,4,19,2196.91,7.0,4.0,2196.91,0,2196.91,1,2025-06-17,Russia,Novosibirsk,62,organic,0,0
O101453,C01904,2024-09-11,completed,beauty,wallet,4,5,2711.66,4.0,4.0,2711.66,0,2711.66,1,2024-08-14,Georgia,Tbilisi,49,email,1,0
O101454,C01752,2026-07-31,completed,clothing,cash,4,29,5982.88,16.0,,5982.88,1,5533.54,1,2026-03-20,Kazakhstan,Astana,33,ads,1,0
O101455,C00551,2026-06-25,delivered,beauty,wallet,5,16,8095.15,13.0,3.0,8095.15,1,5533.54,1,2026-01-02,Russia,Moscow,37,organic,1,0
O101456,C01304,2026-07-31,completed,clothing,card,3,12,1413.13,8.0,4.0,1413.13,0,1413.13,1,2026-03-27,Russia,Saint Petersburg,25,organic,1,0
O101457,C01504,2025-08-04,completed,home,card,5,6,6826.72,19.0,1.0,6826.72,1,5533.54,1,2024-10-21,Kazakhstan,Almaty,62,organic,0,0
O101459,C01017,2025-04-25,completed,clothing,card,3,17,1772.32,6.0,4.0,1772.32,0,1772.32,1,2024-12-16,Russia,Kazan,28,organic,1,0
O101460,C00876,2025-10-01,delivered,clothing,card,2,1,1549.92,18.0,2.0,1549.92,0,1549.92,1,2025-04-05,Kazakhstan,Astana,23,ads,1,0
O101461,C00618,2024-09-09,delivered,home,cash,1,19,452.9,11.0,,452.9,0,452.9,1,2024-08-31,Russia,Kazan,29,email,1,0
O101462,C01147,2026-02-23,delivered,clothing,wallet,2,1,825.1,2.0,,825.1,0,825.1,1,2025-04-29,Russia,Saint Petersburg,35,referral,1,0
O101463,C01983,2024-06-08,completed,beauty,card,3,25,603.7,15.0,2.0,603.7,0,603.7,1,2024-02-19,Russia,Novosibirsk,52,ads,1,0
O101464,C00438,2026-07-31,delivered,electronics,card,4,15,1915.7,15.0,3.0,1915.7,0,1915.7,1,2026-04-25,Russia,Novosibirsk,41,organic,0,0
O101465,C00094,2025-08-24,completed,toys,card,5,15,680.38,10.0,,680.38,0,680.38,1,2024-12-19,Russia,Moscow,40,organic,1,0
O101466,C00113,2026-02-28,completed,toys,card,1,12,442.95,11.0,3.0,442.95,0,442.95,1,2025-05-21,Belarus,Minsk,44,organic,1,1
O101467,C01165,2025-05-17,completed,electronics,sbp,1,28,517.1,4.0,4.0,517.1,0,517.1,1,2025-04-16,Armenia,Yerevan,30,organic,1,0
O101468,C00540,2024-10-26,completed,electronics,card,4,23,3577.71,8.0,3.0,3577.71,0,3577.71,1,2024-01-20,Russia,Novosibirsk,57,email,1,0
O101469,C00924,2024-09-26,delivered,home,card,1,28,192.28,4.0,,192.28,0,192.28,1,2024-05-12,Russia,Novosibirsk,40,referral,0,0
O101470,C01902,2025-09-28,delivered,electronics,sbp,5,25,3233.56,2.0,5.0,3233.56,0,3233.56,1,2025-04-29,Georgia,Tbilisi,43,email,1,0
O101471,C00154,2024-11-11,cancelled,electronics,card,2,25,1554.5,,,1554.5,0,1554.5,0,2024-09-24,Russia,Novosibirsk,63,organic,1,0
O101472,C00350,2025-02-15,completed,clothing,sbp,3,25,1452.39,2.0,4.0,1452.39,0,1452.39,1,2024-05-30,Russia,Moscow,52,ads,1,0
O101473,C00429,2024-07-14,completed,home,sbp,1,17,704.82,20.0,1.0,704.82,0,704.82,1,2024-01-23,Kazakhstan,Almaty,64,organic,0,0
O101474,C00915,2025-07-30,completed,electronics,cash,1,9,611.49,4.0,3.0,611.49,0,611.49,1,2025-06-23,Russia,Kazan,29,ads,1,0
O101475,C01389,2026-05-13,processing,toys,wallet,5,5,307.63,3.0,,307.63,0,307.63,0,2026-03-23,Kazakhstan,Astana,31,referral,1,0
O101476,C00367,2025-11-22,completed,electronics,sbp,4,8,942.55,15.0,2.0,942.55,0,942.55,1,2025-03-04,Russia,Saint Petersburg,68,ads,1,0
O101477,C00217,2024-04-21,completed,electronics,card,5,20,13679.34,10.0,3.0,13679.34,1,5533.54,1,2024-03-13,Russia,Novosibirsk,21,organic,0,0
O101478,C00172,2024-09-29,completed,electronics,card,5,13,4164.12,19.0,1.0,4164.12,0,4164.12,1,2024-03-23,Kazakhstan,Almaty,21,ads,1,0
O101479,C01603,2026-07-31,cancelled,toys,wallet,5,21,1522.57,,,1522.57,0,1522.57,0,2026-01-23,Russia,Novosibirsk,54,ads,1,0
O101480,C00060,2026-07-31,completed,beauty,cash,1,17,660.7,1.0,,660.7,0,660.7,1,2025-09-14,Kazakhstan,Almaty,68,ads,0,0
O101481,C01251,2024-10-04,completed,electronics,card,4,15,3481.01,16.0,3.0,3481.01,0,3481.01,1,2024-08-08,Russia,Kazan,44,ads,1,1
O101482,C01157,2024-08-04,delivered,home,sbp,4,7,6762.8,10.0,5.0,6762.8,1,5533.54,1,2024-04-19,Russia,Moscow,69,referral,0,0
O101483,C00202,2026-06-03,delivered,electronics,cash,2,29,721.76,17.0,1.0,721.76,0,721.76,1,2026-04-08,Russia,Kazan,57,organic,1,0
O101484,C01106,2025-05-01,delivered,electronics,card,1,16,305.88,11.0,2.0,305.88,0,305.88,1,2024-06-14,Kazakhstan,Almaty,64,referral,1,0
O101485,C00574,2024-09-17,processing,electronics,card,2,3,661.79,15.0,,661.79,0,661.79,0,2024-02-14,Kazakhstan,Astana,18,ads,1,0
O101486,C01030,2025-10-24,cancelled,beauty,sbp,5,12,1559.82,,,1559.82,0,1559.82,0,2024-10-31,Russia,Novosibirsk,60,ads,1,0
O101487,C00275,2025-01-31,delivered,clothing,sbp,3,26,911.06,14.0,3.0,911.06,0,911.06,1,2025-01-16,Russia,Moscow,67,email,1,0
O101488,C01336,2026-07-31,processing,home,wallet,2,9,1144.88,16.0,,1144.88,0,1144.88,0,2026-06-29,Belarus,Gomel,33,ads,1,0
O101489,C01596,2024-06-11,cancelled,electronics,sbp,3,28,1055.5,,,1055.5,0,1055.5,0,2024-05-30,Armenia,Yerevan,28,referral,1,0
O101490,C00007,2024-04-27,completed,toys,card,4,7,1875.5,1.0,5.0,1875.5,0,1875.5,1,2024-03-19,Armenia,Yerevan,29,unknown,1,0
O101491,C01066,2025-05-25,cancelled,toys,card,4,19,8814.75,,,8814.75,1,5533.54,0,2024-12-19,Georgia,Tbilisi,40,ads,0,0
O101492,C01295,2026-07-31,delivered,electronics,card,3,15,686.98,14.0,3.0,686.98,0,686.98,1,2026-05-17,Russia,Novosibirsk,44,ads,1,1
O101493,C00006,2026-07-05,delivered,home,card,2,27,1290.28,13.0,3.0,1290.28,0,1290.28,1,2026-02-22,Russia,Moscow,42,organic,1,0
O101494,C01449,2025-11-29,delivered,home,sbp,2,8,397.29,13.0,2.0,397.29,0,397.29,1,2025-11-05,Russia,Moscow,60,referral,1,0
O101495,C01086,2026-07-31,cancelled,toys,card,2,6,2068.87,,,2068.87,0,2068.87,0,2026-02-04,Russia,Kazan,47,ads,1,0
O101496,C00613,2026-04-19,processing,clothing,card,5,7,6030.74,20.0,,6030.74,1,5533.54,0,2025-12-16,Kazakhstan,Almaty,45,organic,1,0
O101497,C00966,2026-06-17,completed,electronics,sbp,3,10,738.39,3.0,4.0,738.39,0,738.39,1,2025-06-20,Russia,Novosibirsk,52,ads,1,0
O101498,C01365,2026-03-04,delivered,clothing,sbp,5,8,1411.97,12.0,3.0,1411.97,0,1411.97,1,2025-05-20,Belarus,Minsk,44,ads,1,1
O101499,C01287,2026-07-31,delivered,home,card,2,5,1679.95,7.0,3.0,1679.95,0,1679.95,1,2026-04-07,Armenia,Yerevan,60,organic,1,0
O101500,C01554,2026-04-23,cancelled,clothing,card,2,17,791.21,,,791.21,0,791.21,0,2025-07-18,Georgia,Tbilisi,24,organic,1,0
O101501,C00070,2025-09-30,completed,electronics,card,2,9,3062.15,14.0,3.0,3062.15,0,3062.15,1,2025-03-04,Russia,Saint Petersburg,24,organic,1,0
O101502,C01575,2024-11-11,completed,beauty,card,2,4,376.79,11.0,3.0,376.79,0,376.79,1,2024-05-15,Russia,Moscow,18,ads,1,0
O101503,C00071,2026-07-31,completed,beauty,sbp,2,5,2332.71,16.0,3.0,2332.71,0,2332.71,1,2025-12-26,Armenia,Yerevan,32,ads,1,0
O101504,C01301,2026-06-25,completed,clothing,card,4,3,11805.43,8.0,4.0,11805.43,1,5533.54,1,2025-11-23,Georgia,Tbilisi,44,referral,1,1
O101505,C00699,2024-08-09,completed,clothing,card,5,5,3371.48,5.0,3.0,3371.48,0,3371.48,1,2024-02-15,Georgia,Tbilisi,65,ads,1,0
O101506,C00128,2026-06-22,completed,clothing,cash,2,0,592.08,9.0,3.0,592.08,0,592.08,1,2025-11-28,Belarus,Minsk,26,organic,1,0
O101507,C01378,2026-07-31,completed,clothing,card,2,0,529.25,7.0,3.0,529.25,0,529.25,1,2025-11-16,Belarus,Gomel,18,organic,1,0
O101508,C01106,2025-03-11,cancelled,electronics,sbp,2,29,865.69,,,865.69,0,865.69,0,2024-06-14,Kazakhstan,Almaty,64,referral,1,0
O101509,C01334,2026-07-25,completed,clothing,card,2,23,1692.56,9.0,3.0,1692.56,0,1692.56,1,2026-01-06,Russia,Kazan,59,ads,1,0
O101510,C00752,2024-07-17,completed,clothing,card,1,8,150.0,15.0,3.0,150.0,0,150.0,1,2024-05-14,Russia,Kazan,68,organic,1,0
O101511,C00557,2026-06-22,cancelled,toys,card,1,9,384.59,,,384.59,0,384.59,0,2025-11-02,Georgia,Tbilisi,28,unknown,0,0
O101512,C01250,2026-07-31,completed,electronics,card,1,2,547.46,1.0,5.0,547.46,0,547.46,1,2026-06-10,Russia,Novosibirsk,34,ads,1,0
O101513,C00433,2026-07-31,delivered,clothing,card,1,18,1708.43,8.0,4.0,1708.43,0,1708.43,1,2026-01-23,Russia,Kazan,30,organic,1,0
O101514,C01625,2026-04-15,cancelled,clothing,card,4,2,8739.92,,,8739.92,1,5533.54,0,2025-05-19,Russia,Saint Petersburg,44,ads,1,0
O101515,C01367,2024-10-02,completed,beauty,cash,1,21,443.51,3.0,4.0,443.51,0,443.51,1,2024-10-02,Russia,Saint Petersburg,44,email,1,1
O101516,C02000,2025-09-12,delivered,clothing,card,2,14,406.04,15.0,3.0,406.04,0,406.04,1,2024-09-13,Russia,Novosibirsk,18,referral,1,0
O101517,C00055,2026-02-20,completed,electronics,card,3,20,1653.63,18.0,2.0,1653.63,0,1653.63,1,2025-03-29,Russia,Kazan,31,organic,0,0
O101518,C01172,2026-06-25,completed,clothing,card,1,29,567.23,17.0,2.0,567.23,0,567.23,1,2025-07-29,Russia,Moscow,29,unknown,1,0
O101519,C01114,2025-03-23,delivered,electronics,card,3,28,3818.12,8.0,3.0,3818.12,0,3818.12,1,2024-09-23,Belarus,Minsk,53,referral,0,0
O101520,C01716,2026-06-18,completed,clothing,card,5,5,1727.6,8.0,5.0,1727.6,0,1727.6,1,2026-03-12,Russia,Kazan,55,ads,1,0
O101521,C00849,2026-07-31,delivered,home,card,1,22,223.36,18.0,3.0,223.36,0,223.36,1,2026-01-17,Russia,Kazan,36,ads,1,0
O101522,C01873,2026-05-22,delivered,clothing,card,2,17,976.36,16.0,2.0,976.36,0,976.36,1,2025-07-04,Russia,Saint Petersburg,44,organic,1,1
O101523,C00479,2026-02-08,completed,home,wallet,1,19,375.37,2.0,5.0,375.37,0,375.37,1,2025-08-28,Russia,Moscow,24,organic,0,0
O101524,C01709,2025-08-04,completed,electronics,card,2,2,734.98,3.0,4.0,734.98,0,734.98,1,2024-08-10,Russia,Kazan,23,ads,1,0
O101525,C01041,2026-01-09,delivered,home,sbp,5,4,1230.04,19.0,1.0,1230.04,0,1230.04,1,2025-10-06,Russia,Saint Petersburg,70,organic,1,0
O101526,C01888,2025-11-19,completed,toys,cash,3,5,541.45,15.0,,541.45,0,541.45,1,2025-01-12,Georgia,Tbilisi,63,referral,1,0
O101527,C00435,2025-02-23,delivered,clothing,card,2,0,1605.89,20.0,1.0,1605.89,0,1605.89,1,2025-01-30,Russia,Novosibirsk,46,organic,0,0
O101528,C00521,2025-09-24,completed,beauty,card,5,3,3043.14,17.0,2.0,3043.14,0,3043.14,1,2024-11-22,Russia,Saint Petersburg,19,ads,0,0
O101529,C01129,2026-05-01,cancelled,clothing,card,5,22,1295.44,,,1295.44,0,1295.44,0,2025-05-22,Russia,Saint Petersburg,54,ads,0,0
O101530,C01104,2025-01-28,completed,home,card,5,10,4747.56,14.0,3.0,4747.56,0,4747.56,1,2024-05-17,Georgia,Tbilisi,56,ads,1,0
O101531,C00298,2025-09-19,completed,clothing,card,3,26,338.5,1.0,4.0,338.5,0,338.5,1,2025-02-04,Russia,Saint Petersburg,45,ads,0,0
O101532,C01303,2026-02-27,delivered,toys,card,2,24,711.06,9.0,4.0,711.06,0,711.06,1,2025-09-30,Russia,Saint Petersburg,26,referral,0,0
O101533,C00812,2026-07-31,delivered,electronics,card,3,18,1756.18,9.0,3.0,1756.18,0,1756.18,1,2026-03-12,Russia,Kazan,24,organic,1,0
O101534,C00303,2024-02-25,processing,electronics,card,4,11,4781.8,1.0,,4781.8,0,4781.8,0,2024-01-10,Kazakhstan,Astana,25,ads,0,0
O101535,C01021,2024-06-06,delivered,electronics,card,3,30,947.86,5.0,4.0,947.86,0,947.86,1,2024-02-21,Belarus,Gomel,44,organic,1,1
O101536,C01396,2025-08-08,completed,clothing,card,3,0,3633.1,9.0,4.0,3633.1,0,3633.1,1,2025-06-22,Georgia,Tbilisi,44,organic,0,1
O101537,C00064,2026-07-31,completed,home,card,4,27,1170.18,16.0,2.0,1170.18,0,1170.18,1,2026-06-01,Belarus,Gomel,20,referral,1,0
O101538,C01841,2025-08-01,processing,home,sbp,3,8,2852.01,15.0,,2852.01,0,2852.01,0,2025-01-22,Kazakhstan,Astana,40,organic,1,0
O101539,C01222,2025-09-18,delivered,electronics,card,4,29,7570.58,1.0,5.0,7570.58,1,5533.54,1,2025-05-19,Russia,Kazan,34,ads,1,0
O101540,C00521,2025-04-24,cancelled,home,cash,3,8,664.25,,,664.25,0,664.25,0,2024-11-22,Russia,Saint Petersburg,19,ads,0,0
O101541,C01501,2025-07-21,delivered,electronics,sbp,5,22,2781.05,3.0,4.0,2781.05,0,2781.05,1,2025-04-28,Russia,Kazan,58,referral,0,0
O101542,C01688,2025-05-15,processing,beauty,card,1,30,759.38,8.0,,759.38,0,759.38,0,2025-01-07,Belarus,Gomel,22,organic,1,0
O101543,C01913,2024-07-02,delivered,electronics,card,4,29,728.43,14.0,3.0,728.43,0,728.43,1,2024-01-03,Russia,Kazan,32,organic,1,0
O101544,C01581,2024-12-14,processing,clothing,card,5,11,3482.23,8.0,,3482.23,0,3482.23,0,2024-09-27,Russia,Moscow,43,email,1,0
O101546,C00328,2024-12-27,cancelled,clothing,card,3,22,753.16,,,753.16,0,753.16,0,2024-02-04,Russia,Novosibirsk,25,organic,1,0
O101547,C00418,2025-03-06,processing,home,card,4,14,1404.79,1.0,,1404.79,0,1404.79,0,2024-04-21,Russia,Saint Petersburg,58,referral,1,0
O101548,C01752,2026-03-20,delivered,toys,cash,3,15,994.0,4.0,4.0,994.0,0,994.0,1,2026-03-20,Kazakhstan,Astana,33,ads,1,0
O101549,C00610,2026-07-31,delivered,clothing,card,3,1,2805.01,6.0,3.0,2805.01,0,2805.01,1,2026-02-21,Russia,Moscow,49,organic,0,0
O101550,C00661,2025-03-27,delivered,clothing,wallet,4,2,1969.56,17.0,1.0,1969.56,0,1969.56,1,2024-06-10,Russia,Saint Petersburg,65,ads,1,0
O101551,C01782,2025-03-12,cancelled,electronics,wallet,4,28,12517.41,,,12517.41,1,5533.54,0,2024-11-05,Russia,Moscow,57,referral,1,0
O101552,C00409,2026-07-25,cancelled,home,card,3,2,962.7,,,962.7,0,962.7,0,2026-05-02,Armenia,Yerevan,54,referral,1,0
O101553,C00814,2025-04-26,cancelled,clothing,cash,5,12,3599.48,,,3599.48,0,3599.48,0,2024-09-15,Russia,Saint Petersburg,60,organic,1,0
O101554,C00593,2024-08-06,completed,beauty,card,5,23,2183.98,5.0,4.0,2183.98,0,2183.98,1,2024-08-06,Georgia,Tbilisi,31,organic,1,0
O101555,C00604,2024-12-11,cancelled,home,sbp,4,3,710.06,,,710.06,0,710.06,0,2024-05-02,Kazakhstan,Almaty,70,organic,1,0
O101556,C01192,2025-02-21,cancelled,clothing,cash,1,26,1758.74,,,1758.74,0,1758.74,0,2024-09-10,Russia,Novosibirsk,53,organic,1,0
O101557,C01483,2025-05-28,delivered,toys,card,2,22,1084.42,13.0,3.0,1084.42,0,1084.42,1,2024-09-21,Russia,Saint Petersburg,25,ads,0,0
O101558,C00531,2026-03-05,delivered,electronics,card,1,13,263.81,17.0,,263.81,0,263.81,1,2025-06-29,Russia,Kazan,33,referral,1,0
O101559,C00076,2025-09-20,cancelled,home,card,5,10,3392.49,,,3392.49,0,3392.49,0,2025-03-09,Russia,Saint Petersburg,57,unknown,1,0
O101560,C01279,2024-08-08,cancelled,clothing,card,3,2,3379.02,,,3379.02,0,3379.02,0,2024-01-08,Armenia,Yerevan,59,ads,1,0
O101561,C01098,2025-11-28,delivered,electronics,card,2,16,499.72,16.0,2.0,499.72,0,499.72,1,2025-11-19,Russia,Saint Petersburg,40,email,0,0
O101562,C01319,2026-02-06,delivered,electronics,sbp,2,23,1026.0,12.0,3.0,1026.0,0,1026.0,1,2025-02-13,Russia,Moscow,54,ads,0,0
O101563,C00901,2024-01-31,delivered,home,card,4,30,4530.4,2.0,4.0,4530.4,0,4530.4,1,2024-01-04,Russia,Kazan,39,ads,1,0
O101564,C01554,2026-07-09,delivered,electronics,card,1,8,562.31,15.0,3.0,562.31,0,562.31,1,2025-07-18,Georgia,Tbilisi,24,organic,1,0
O101565,C01250,2026-07-31,completed,beauty,card,2,20,1535.31,3.0,5.0,1535.31,0,1535.31,1,2026-06-10,Russia,Novosibirsk,34,ads,1,0
O101566,C01516,2026-07-31,completed,clothing,cash,1,0,398.92,19.0,2.0,398.92,0,398.92,1,2026-04-28,Kazakhstan,Astana,37,organic,1,0
O101567,C01463,2024-11-11,cancelled,clothing,card,4,0,560.03,,,560.03,0,560.03,0,2024-02-13,Russia,Saint Petersburg,19,organic,1,0
O101568,C00994,2025-02-07,processing,home,card,4,5,1611.41,14.0,,1611.41,0,1611.41,0,2025-01-28,Russia,Moscow,35,organic,0,0
O101569,C00650,2026-07-31,completed,electronics,cash,4,1,1258.64,20.0,2.0,1258.64,0,1258.64,1,2026-02-12,Kazakhstan,Almaty,62,unknown,1,0
O101570,C01165,2025-10-25,processing,electronics,card,5,9,2257.99,18.0,,2257.99,0,2257.99,0,2025-04-16,Armenia,Yerevan,30,organic,1,0
O101571,C01273,2026-07-31,delivered,clothing,card,3,17,952.29,6.0,4.0,952.29,0,952.29,1,2026-04-29,Kazakhstan,Almaty,27,organic,0,0
O101572,C01144,2026-07-31,processing,clothing,card,4,5,2258.66,3.0,,2258.66,0,2258.66,0,2026-02-09,Kazakhstan,Almaty,67,organic,1,0
O101573,C01049,2026-03-15,delivered,clothing,sbp,5,1,1866.96,8.0,3.0,1866.96,0,1866.96,1,2025-09-01,Russia,Saint Petersburg,24,ads,0,0
O101574,C00686,2026-05-11,completed,clothing,sbp,4,11,3764.52,12.0,2.0,3764.52,0,3764.52,1,2025-12-31,Russia,Moscow,44,organic,0,0
O101575,C00268,2025-03-09,completed,home,sbp,3,0,2419.09,6.0,,2419.09,0,2419.09,1,2024-11-12,Georgia,Tbilisi,38,ads,1,0
O101576,C00856,2026-03-28,processing,beauty,sbp,5,19,1176.02,16.0,,1176.02,0,1176.02,0,2026-02-13,Georgia,Tbilisi,55,ads,1,0
O101577,C01764,2026-05-29,delivered,clothing,card,4,9,5385.92,15.0,2.0,5385.92,0,5385.92,1,2025-07-02,Russia,Novosibirsk,53,referral,1,0
O101578,C01434,2026-01-25,completed,beauty,cash,5,24,1381.36,2.0,5.0,1381.36,0,1381.36,1,2025-05-27,Russia,Novosibirsk,68,referral,1,0
O101579,C01510,2025-12-29,delivered,electronics,cash,3,1,601.34,6.0,5.0,601.34,0,601.34,1,2025-09-15,Belarus,Minsk,63,email,1,0
O101580,C01474,2025-03-27,delivered,clothing,sbp,2,10,2292.58,7.0,2.0,2292.58,0,2292.58,1,2024-07-07,Russia,Moscow,34,organic,1,0
O101582,C00453,2025-05-21,completed,clothing,card,1,11,532.86,20.0,1.0,532.86,0,532.86,1,2025-03-31,Armenia,Yerevan,46,ads,1,0
O101583,C01441,2026-02-12,completed,electronics,card,5,11,879.35,3.0,5.0,879.35,0,879.35,1,2025-12-11,Georgia,Tbilisi,37,referral,1,0
O101584,C00140,2025-04-27,delivered,electronics,sbp,4,0,1470.66,2.0,5.0,1470.66,0,1470.66,1,2025-02-02,Belarus,Minsk,59,organic,0,0
O101585,C00490,2025-08-13,delivered,electronics,card,5,14,2246.53,17.0,3.0,2246.53,0,2246.53,1,2025-07-06,Russia,Kazan,25,organic,0,0
O101586,C00059,2026-07-31,processing,electronics,card,5,21,1799.75,12.0,,1799.75,0,1799.75,0,2025-11-08,Russia,Saint Petersburg,46,ads,0,0
O101587,C00862,2026-06-21,completed,clothing,wallet,4,23,1306.68,20.0,1.0,1306.68,0,1306.68,1,2026-04-26,Georgia,Tbilisi,62,ads,0,0
O101588,C00282,2026-01-09,cancelled,clothing,wallet,5,4,2545.84,,,2545.84,0,2545.84,0,2025-03-19,Russia,Novosibirsk,61,unknown,0,0
O101589,C00774,2026-04-27,processing,electronics,card,4,10,4351.69,8.0,,4351.69,0,4351.69,0,2025-10-16,Armenia,Yerevan,50,ads,0,0
O101590,C00270,2025-08-03,completed,home,card,1,2,231.99,6.0,4.0,231.99,0,231.99,1,2025-06-22,Russia,Moscow,54,organic,1,0
O101591,C00072,2025-04-25,completed,clothing,card,2,10,150.0,2.0,5.0,150.0,0,150.0,1,2024-06-21,Belarus,Minsk,42,ads,1,0
O101592,C00956,2025-09-12,delivered,electronics,card,5,28,6641.24,15.0,2.0,6641.24,1,5533.54,1,2025-07-11,Georgia,Tbilisi,59,organic,1,0
O101593,C00822,2026-07-31,processing,electronics,card,2,8,582.01,7.0,,582.01,0,582.01,0,2025-08-30,Russia,Kazan,46,organic,1,0
O101594,C00835,2026-02-23,completed,home,card,1,15,311.53,1.0,4.0,311.53,0,311.53,1,2026-02-18,Russia,Saint Petersburg,61,email,1,0
O101595,C00692,2026-07-31,completed,home,sbp,3,30,955.58,4.0,5.0,955.58,0,955.58,1,2025-12-26,Armenia,Yerevan,70,referral,0,0
O101596,C00819,2025-12-22,delivered,beauty,card,3,29,510.78,20.0,3.0,510.78,0,510.78,1,2025-08-30,Russia,Moscow,54,ads,1,0
O101597,C00008,2026-04-09,cancelled,electronics,card,3,6,1077.81,,,1077.81,0,1077.81,0,2025-09-27,Russia,Saint Petersburg,20,ads,1,0
O101598,C00957,2025-11-02,completed,home,cash,5,13,1969.61,16.0,3.0,1969.61,0,1969.61,1,2024-12-31,Russia,Novosibirsk,67,organic,1,0
O101600,C00280,2024-06-26,completed,beauty,sbp,3,0,953.82,12.0,3.0,953.82,0,953.82,1,2024-03-16,Russia,Novosibirsk,58,organic,1,0
O101601,C00288,2025-06-28,processing,home,card,3,19,209.67,6.0,,209.67,0,209.67,0,2025-06-05,Russia,Novosibirsk,43,ads,1,0
O101602,C01561,2025-01-03,delivered,electronics,card,4,23,676.15,14.0,3.0,676.15,0,676.15,1,2024-09-22,Belarus,Gomel,20,ads,1,0
O101603,C01002,2026-07-31,delivered,toys,card,5,14,6013.89,16.0,1.0,6013.89,1,5533.54,1,2025-11-02,Russia,Novosibirsk,34,ads,1,0
O101604,C00515,2026-07-31,cancelled,clothing,card,2,4,503.22,,,503.22,0,503.22,0,2026-05-24,Armenia,Yerevan,57,organic,1,0
O101605,C01570,2026-07-31,delivered,toys,card,5,23,3812.69,16.0,2.0,3812.69,0,3812.69,1,2026-06-17,Georgia,Tbilisi,30,ads,1,0
O101606,C00650,2026-07-31,processing,electronics,wallet,5,12,1392.25,13.0,,1392.25,0,1392.25,0,2026-02-12,Kazakhstan,Almaty,62,unknown,1,0
O101607,C01209,2025-03-28,completed,clothing,sbp,5,5,4720.66,16.0,2.0,4720.66,0,4720.66,1,2024-09-16,Russia,Novosibirsk,59,referral,1,0
O101608,C01113,2024-07-17,completed,home,wallet,1,15,533.4,15.0,1.0,533.4,0,533.4,1,2024-06-24,Russia,Kazan,26,ads,1,0
O101609,C00339,2024-07-11,completed,electronics,cash,2,2,308.61,2.0,5.0,308.61,0,308.61,1,2024-07-03,Armenia,Yerevan,18,email,0,0
O101610,C01511,2025-07-14,completed,home,card,4,21,772.43,18.0,2.0,772.43,0,772.43,1,2024-10-31,Russia,Kazan,46,ads,1,0
O101611,C01237,2024-03-18,cancelled,electronics,wallet,2,19,299.26,,,299.26,0,299.26,0,2024-01-05,Russia,Moscow,62,ads,1,0
O101612,C00417,2026-07-31,delivered,electronics,cash,1,0,1022.47,3.0,5.0,1022.47,0,1022.47,1,2026-06-03,Russia,Novosibirsk,55,organic,1,0
O101613,C01516,2026-07-31,completed,electronics,card,2,8,360.01,9.0,3.0,360.01,0,360.01,1,2026-04-28,Kazakhstan,Astana,37,organic,1,0
O101614,C01242,2026-07-28,cancelled,toys,cash,1,14,366.72,,,366.72,0,366.72,0,2025-12-09,Russia,Kazan,19,ads,0,0
O101615,C01710,2025-06-20,delivered,toys,card,4,27,1848.42,17.0,2.0,1848.42,0,1848.42,1,2024-07-12,Belarus,Minsk,40,referral,1,0
O101616,C01641,2026-07-23,delivered,clothing,cash,2,8,1177.03,14.0,2.0,1177.03,0,1177.03,1,2025-10-20,Kazakhstan,Almaty,52,referral,0,0
O101617,C00638,2025-05-18,completed,clothing,sbp,4,17,1363.03,7.0,4.0,1363.03,0,1363.03,1,2024-09-27,Armenia,Yerevan,66,organic,1,0
O101618,C01874,2026-07-31,processing,electronics,wallet,1,17,150.0,15.0,,150.0,0,150.0,0,2026-05-08,Russia,Moscow,48,organic,0,0
O101619,C00068,2025-06-07,delivered,clothing,sbp,4,5,750.59,19.0,1.0,750.59,0,750.59,1,2024-12-03,Belarus,Gomel,46,ads,1,0
